independent_unit_id	pair_id	direction	model	pair_purity	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	linear32	1.0	0.0017644320297951583	0.010924430016608788	0.02331949267703458	0.012074999940799268	330.0	0.8351798027077356	0.006738477076093356
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	mlp128_64_32	0.0	0.000931098696461825	0.004752755548844935	0.016510518898787057	0.010375928840131145	321.0833333333333	0.8315992249232473	-0.06624556394914786
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	mlp128_64_32	0.5	0.0	0.005390558155921284	0.01053336856409482	0.008690623429157324	330.8333333333333	0.8506240877749258	-0.05043709433327118
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	mlp128_64_32	1.0	0.000931098696461825	0.0036266294227188084	0.00828161960843525	0.008353905670559577	354.0833333333333	0.873935905178922	-0.04264115417997042
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	mlp64_32	0.0	0.0028905581559212842	0.009700035230761487	0.012688358749811265	0.011925323001402649	335.25	0.8233252805878504	-0.027750321974356968
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	mlp64_32	0.5	0.0011261261261261261	0.006907242437968694	0.01435502541647793	0.009705284091405171	336.5	0.8337071568775479	-0.030235715753709275
HER2ST::F	HER2ST_F1_CONTROLLED__reverse	reverse	mlp64_32	1.0	0.0028905581559212842	0.006223891489254618	0.013228899290351806	0.011112821706018816	334.8333333333333	0.8500763752579394	-0.014610276848543435
HER2ST::G	HER2ST_G2_CONTROLLED	forward	linear32	0.0	0.0015290519877675841	0.012951423005274723	0.0236418010499144	0.017367591282158517	162.91666666666666	0.2874807740781263	-0.006083130603656173
HER2ST::G	HER2ST_G2_CONTROLLED	forward	linear32	0.5	0.005974730317658977	0.021984257298468868	0.04004992588485717	0.025473950150470978	137.08333333333334	0.3448773614462377	0.02601556961114208
HER2ST::G	HER2ST_G2_CONTROLLED	forward	linear32	1.0	0.0056022408963585435	0.026301443864682316	0.04692423524162739	0.028821733613259768	111.33333333333333	0.3468570914604374	0.07857111841440201
HER2ST::G	HER2ST_G2_CONTROLLED	forward	mlp128_64_32	0.0	0.005319148936170213	0.014724472650664795	0.029745023131251328	0.02059616423587658	165.08333333333334	0.26714107466136955	-0.070296215514342
HER2ST::G	HER2ST_G2_CONTROLLED	forward	mlp128_64_32	0.5	0.0015290519877675841	0.011178373359884653	0.03352213420992055	0.017671167503191854	159.58333333333334	0.2589200622665619	-0.05851296583811442
HER2ST::G	HER2ST_G2_CONTROLLED	forward	mlp128_64_32	1.0	0.0029296122118572195	0.006103222081336926	0.022472252613713842	0.017601137055340655	136.91666666666666	0.31747129849402184	0.0059155788136801375
HER2ST::G	HER2ST_G2_CONTROLLED	forward	mlp64_32	0.0	0.008004763490404946	0.015637037559509456	0.03597673697626621	0.023344848597413353	165.58333333333334	0.2595478948948308	-0.04463146316508452
HER2ST::G	HER2ST_G2_CONTROLLED	forward	mlp64_32	0.5	0.0015290519877675841	0.018566649771366676	0.03547575579128782	0.020878856976367047	144.83333333333334	0.32024658389609995	-0.002651042722087974
HER2ST::G	HER2ST_G2_CONTROLLED	forward	mlp64_32	1.0	0.0031736098694797065	0.014094999702008462	0.026429935628360265	0.019767574653656944	139.66666666666666	0.3193989483359223	0.014090632010872165
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	linear32	0.0	0.0	0.014267051192643427	0.029827543081099972	0.014979998746761201	192.0	0.25466770583652343	0.005868228812081118
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	linear32	0.5	0.003273219400119598	0.01033744860057171	0.02845693767355158	0.018732257559858276	185.5	0.2973408957511647	0.029728001604477566
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	linear32	1.0	0.0028011204481792717	0.028181270536994613	0.05933220913044895	0.025601130970243687	141.66666666666666	0.3344662327773609	0.07222525775432587
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	mlp128_64_32	0.0	0.0042631087522728385	0.010870975632515966	0.03080169580152187	0.01862687964885592	213.41666666666666	0.259167830349171	-0.09136400495966275
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	mlp128_64_32	0.5	0.005145878576149561	0.010993831792523829	0.024439541241294466	0.01776005865781702	189.0	0.2944661996476099	-0.05008647684007883
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	mlp128_64_32	1.0	0.0	0.008526217504545677	0.008526217504545677	0.012258369714783704	172.16666666666666	0.28825837451085307	-0.0085730386878519
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	mlp64_32	0.0	0.0042631087522728385	0.008526217504545677	0.02554869769709579	0.0171808089928514	198.83333333333334	0.28237687742157774	-0.029759240026275318
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	mlp64_32	0.5	0.0014005602240896359	0.014677722064579823	0.032674354977551834	0.016734667856486828	173.66666666666666	0.2770487852148547	-0.002267868568499883
HER2ST::G	HER2ST_G2_CONTROLLED__reverse	reverse	mlp64_32	1.0	0.004673779624209234	0.013672096080695239	0.021269852313091604	0.018493263539282958	170.41666666666666	0.3394171979850485	0.01339366877800785
HER2ST::H	HER2ST_H1_CONTROLLED	forward	linear32	0.0	0.0025076727299947602	0.00936202617653325	0.024212285581025755	0.015198039316625426	210.33333333333334	0.21721191514027804	0.007986871984030586
HER2ST::H	HER2ST_H1_CONTROLLED	forward	linear32	0.5	0.004644424866746897	0.012318834320855431	0.023120157159007376	0.017715174434873297	191.91666666666666	0.2582173546691849	0.01877156598493457
HER2ST::H	HER2ST_H1_CONTROLLED	forward	linear32	1.0	0.00228310502283105	0.008440002994236096	0.01817294976401197	0.014455215848081094	198.33333333333334	0.19843028132383622	0.01360473509945829
HER2ST::H	HER2ST_H1_CONTROLLED	forward	mlp128_64_32	0.0	0.0036492252414102853	0.014899683493889647	0.025032341588595797	0.018122035703082937	189.16666666666666	0.2126951291840131	-0.04410487646237016
HER2ST::H	HER2ST_H1_CONTROLLED	forward	mlp128_64_32	0.5	0.003351481091207118	0.013781883336116437	0.021553221586906743	0.015459340818417997	215.66666666666666	0.15754000472168	-0.05069255114843448
HER2ST::H	HER2ST_H1_CONTROLLED	forward	mlp128_64_32	1.0	0.001141552511415525	0.01293807497490408	0.024583206174268377	0.014921026316964249	200.66666666666666	0.13940136391292915	-0.004173578092983614
HER2ST::H	HER2ST_H1_CONTROLLED	forward	mlp64_32	0.0	0.001366120218579235	0.008293650108157182	0.018251164585096766	0.014148357722550483	212.41666666666666	0.19569756104114963	-0.04252331564202905
