dataset	pair_id	biological_pair_id	independent_unit_id	direction	method	strategy	coverage	training_positive_precision	top1	top5	top10	mean_reciprocal_rank	median_true_rank	region_label_accuracy	true_pair_cosine
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	uot	random_gate	0.8	0.6928328935471856	0.0	0.01888235294117647	0.02888235294117647	0.017889843223373336	138.52	0.4599207594585746	0.8569895705230106
HER2ST_manual_controlled	HER2ST_D1_CONTROLLED__reverse	HER2ST_D1_CONTROLLED	HER2ST::D	reverse	uot	top2_margin_gate	0.8	0.8154935509295853	0.0	0.02088235294117647	0.0349639855942377	0.01984800071796966	137.8	0.4599207594585746	0.8562284842421978
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	balanced_ot	all_top1	1.0	0.80653408751868	0.007189771013300425	0.03344967763956412	0.06963863850860755	0.03491990388993267	111.4	0.6433971118130045	0.7930522494264515
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	balanced_ot	identity_no_training	0.0		0.9535263900950175	1.0	1.0	0.9754040150118582	1.0	0.9802893693089771	0.3889209616744769
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	balanced_ot	max_probability_gate	0.8	0.8217664828371521	0.007189771013300425	0.02367457619779601	0.057531823754733966	0.030584314910739225	126.9	0.6338844412477023	0.7924671332437
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	balanced_ot	oracle_truth	0.8	1.0	0.00726998491704374	0.03181097043842142	0.06110153558553971	0.03421308150646805	111.6	0.6515208500554218	0.794930581121114
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	balanced_ot	random_gate	0.8	0.8045454148878713	0.007189771013300425	0.028447117573020562	0.0540048140904694	0.03021292998701828	126.0	0.6430495941393775	0.7922884818764218
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	balanced_ot	top2_margin_gate	0.8	0.9398711276403005	0.0049170437405731526	0.028788028468111026	0.07003917211863549	0.03309280384860745	117.2	0.6348827977052951	0.7941953538695238
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	row_softmax	all_top1	1.0	0.9483833979021682	0.00726998491704374	0.0441578909948363	0.08605656603076624	0.03983701779260471	95.5	0.6468798928396452	0.7951362435785867
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	row_softmax	identity_no_training	0.0		0.9535263900950175	1.0	1.0	0.9754040150118582	1.0	0.9802893693089771	0.3889209616744769
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	row_softmax	max_probability_gate	0.8	0.9385184143238214	0.002564102564102564	0.028963209133487773	0.06127671625091646	0.0303294156050913	110.7	0.6448548435854937	0.7936684016065524
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	row_softmax	oracle_truth	0.8	1.0	0.002564102564102564	0.028752047745855797	0.07070917291247528	0.03111571875300669	107.9	0.6442945624111774	0.7950912536407054
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	row_softmax	random_gate	0.8	0.9481912087918364	0.003975867269984917	0.029194658874741437	0.06749998249275854	0.030998496950542125	115.78000000000002	0.642388522305963	0.7940873336940658
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	row_softmax	top2_margin_gate	0.8	0.9809398815577912	0.002564102564102564	0.03399644750005947	0.07817556635926089	0.03359232667330596	112.5	0.6352466703498696	0.7947820732640317
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	uot	all_top1	1.0	0.9696919003719122	0.007022306898467889	0.04128766028146833	0.09051477036513156	0.039291857397897686	96.0	0.651505561288843	0.7956494945050977
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	uot	identity_no_training	0.0		0.9535263900950175	1.0	1.0	0.9754040150118582	1.0	0.9802893693089771	0.3889209616744769
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	uot	max_probability_gate	0.8	0.9795965826607136	0.0049170437405731526	0.02404616539291462	0.06615600181647655	0.03258300556070996	111.7	0.6492481227826945	0.7948289956576894
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	uot	oracle_truth	0.8	1.0	0.0049170437405731526	0.029174370521119753	0.06861866261247065	0.03344263715641026	111.1	0.6444832543903751	0.7949202248246191
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	uot	random_gate	0.8	0.9720948779938586	0.0053380963721521	0.030476420685915006	0.07165593833602088	0.03304182471371536	114.46	0.6422341266118357	0.7945573781865904
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED	HER2ST_E1_CONTROLLED	HER2ST::E	forward	uot	top2_margin_gate	0.8	1.0	0.002564102564102564	0.026420334433750324	0.08829331258123826	0.03394037937259074	110.5	0.6418101378421296	0.7950696616598768
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	balanced_ot	all_top1	1.0	0.7294014595831442	0.002325581395348837	0.007151162790697674	0.016627906976744187	0.010518561890494299	279.5	0.41296574999914365	0.7549030127379804
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	balanced_ot	identity_no_training	0.0		0.9949999999999999	1.0	1.0	0.9974999999999999	1.0	0.9949999999999999	0.3888978817833221
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	balanced_ot	max_probability_gate	0.8	0.7096665314990457	0.002325581395348837	0.007151162790697674	0.016627906976744187	0.010270946142273033	288.0	0.42594604761500393	0.7532914185730364
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	balanced_ot	oracle_truth	0.8	1.0	0.002325581395348837	0.009651162790697675	0.016627906976744187	0.011197704986879177	273.7	0.41804378591042857	0.756960921926707
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	balanced_ot	random_gate	0.8	0.7259267503892683	0.0009302325581395348	0.007151162790697674	0.016162790697674418	0.009692049663609963	285.3	0.3983091891393901	0.7537898562507135
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	balanced_ot	top2_margin_gate	0.8	0.8766905288615975	0.002325581395348837	0.009651162790697675	0.014302325581395348	0.010852634093470058	280.2	0.3957622944849406	0.7556322197939958
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	row_softmax	all_top1	1.0	0.9742217793383251	0.0	0.009651162790697675	0.016627906976744187	0.010464245183249881	266.4	0.43921189066192284	0.7581681150951616
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	row_softmax	identity_no_training	0.0		0.9949999999999999	1.0	1.0	0.9974999999999999	1.0	0.9949999999999999	0.3888978817833221
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	row_softmax	max_probability_gate	0.8	0.9685989235734815	0.0	0.009651162790697675	0.016627906976744187	0.010091474358792422	274.6	0.43202933528984266	0.7561730712513146
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	row_softmax	oracle_truth	0.8	1.0	0.0	0.009651162790697675	0.016627906976744187	0.009907296272079135	272.3	0.41898911597041294	0.7567153045249994
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	row_softmax	random_gate	0.8	0.9754216175518383	0.0	0.009651162790697675	0.015232558139534886	0.010035613564755007	274.76	0.44558315011341154	0.7565738143716968
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	row_softmax	top2_margin_gate	0.8	1.0	0.0	0.009651162790697675	0.016627906976744187	0.009882508994595515	270.7	0.40219980508825837	0.756804535287571
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	uot	all_top1	1.0	0.8458453098202563	0.0	0.007151162790697674	0.016627906976744187	0.009847298187215848	272.8	0.40725336975916654	0.756840026691177
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	uot	identity_no_training	0.0		0.9949999999999999	1.0	1.0	0.9974999999999999	1.0	0.9949999999999999	0.3888978817833221
HER2ST_manual_controlled	HER2ST_E1_CONTROLLED__reverse	HER2ST_E1_CONTROLLED	HER2ST::E	reverse	uot	max_probability_gate	0.8	0.8426541221651351	0.0	0.007151162790697674	0.016627906976744187	0.009452812357152979	279.2	0.4111328773974316	0.7552971575021805
